/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Loulergue, Laetitia; Wolff, Eric William (2007): EPICA Dome C Ice Core Timescales EDC3 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.671367, 
	Supplement to: Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Abstract:	The EPICA (European Project for Ice Coring in Antarctica) Dome C drilling in East Antarctica has now been completed to a depth of 3260 m, at only a few meters above bedrock. Here we present the new EDC3 chronology, which is based on the use of 1) a snow accumulation and mechanical flow model, and 2) a set of independent age markers along the core. These are obtained by pattern matching of recorded parameters to either absolutely dated paleoclimatic records, or to insolation variations. We show that this new time scale is in excellent agreement with the Dome Fuji and Vostok ice core time scales back to 100 kyr within 1 kyr. Discrepancies larger than 3 kyr arise during MIS 5.4, 5.5 and 6, which points to anomalies in either snow accumulation or mechanical flow during these time periods. We estimate that EDC3 gives accurate event durations within 20% (2 sigma) back to MIS11 and accurate absolute ages with a maximum uncertainty of 6 kyr back to 800 kyr.
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Timescale EDC3 for the EPICA Dome C ice core, both for the ice matrix and gas bubbles. The dataset gives the depth versus age timescale that has been adopted as official for the EPICA Dome C ice core. Depth refers to the official log depth of the drilling. EDC3 for the ice matrix (EDC3_ice) is described fully in Parrenin et al. (Climate of the Past, 3, 485-497, 2007). This timescale is based on an snow accumulation / ice flow model, which is further tuned with independent age markers. Gas ages are derived using a firn densification model, and are fully described in Loulergue et al. (Climate of the Past, 3, 527-540, 2007). The ages given here correspond to the scenario 4 of Loulergue et al. and where necessary can be referred to as EDC3_gas_a.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Sample ID (Sample ID) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: Bag number
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17220 data points
*/
Depth ice/snow [m]	Sample ID	Age model [ka]	Gas age [ka BP]
1618.65	2944	123.566	121.452
1619.20	2945	123.607	121.490
1619.75	2946	123.649	121.539
1620.30	2947	123.688	121.582
1620.85	2948	123.726	121.620
1621.40	2949	123.765	121.658
1621.95	2950	123.805	121.696
1622.50	2951	123.845	121.741
1623.05	2952	123.882	121.784
1623.60	2953	123.921	121.826
1624.15	2954	123.961	121.866
1624.70	2955	124.000	121.903
1625.25	2956	124.041	121.946
1625.80	2957	124.086	121.998
1626.35	2958	124.124	122.042
1626.90	2959	124.163	122.084
1627.45	2960	124.200	122.123
1628.00	2961	124.235	122.160
1628.55	2962	124.273	122.204
1629.10	2963	124.309	122.246
1629.65	2964	124.345	122.278
1630.20	2965	124.385	122.316
1630.75	2966	124.424	122.358
1631.30	2967	124.462	122.395
1631.85	2968	124.501	122.431
1632.40	2969	124.542	122.468
1632.95	2970	124.585	122.507
1633.50	2971	124.628	122.555
1634.05	2972	124.670	122.600
1634.60	2973	124.711	122.633
1635.15	2974	124.754	122.672
1635.70	2975	124.799	122.721
1636.25	2976	124.841	122.766
1636.80	2977	124.881	122.807
1637.35	2978	124.920	122.848
1637.90	2979	124.960	122.888
1638.45	2980	125.001	122.925
1639.00	2981	125.043	122.962
1639.55	2982	125.088	123.007
1640.10	2983	125.129	123.048
1640.65	2984	125.172	123.095
1641.20	2985	125.215	123.139
1641.75	2986	125.256	123.179
1642.30	2987	125.297	123.218
1642.85	2988	125.339	123.258
1643.40	2989	125.383	123.302
1643.95	2990	125.424	123.343
1644.50	2991	125.465	123.385
1645.05	2992	125.506	123.426
1645.60	2993	125.546	123.462
1646.15	2994	125.589	123.501
1646.70	2995	125.632	123.543
1647.25	2996	125.674	123.583
1647.80	2997	125.717	123.623
1648.35	2998	125.760	123.661
1648.90	2999	125.803	123.697
1649.45	3000	125.848	123.746
1650.00	3001	125.894	123.798
1650.55	3002	125.935	123.832
1651.10	3003	125.978	123.870
1651.65	3004	126.022	123.915
1652.20	3005	126.064	123.958
1652.75	3006	126.106	123.996
1653.30	3007	126.148	124.034
1653.85	3008	126.189	124.068
1654.40	3009	126.233	124.112
1654.95	3010	126.277	124.157
1655.50	3011	126.318	124.188
1656.05	3012	126.359	124.220
1656.60	3013	126.403	124.258
1657.15	3014	126.448	124.298
1657.70	3015	126.494	124.342
1658.25	3016	126.541	124.388
1658.80	3017	126.583	124.431
1659.35	3018	126.626	124.477
1659.90	3019	126.668	124.522
1660.45	3020	126.708	124.567
1661.00	3021	126.749	124.612
1661.55	3022	126.789	124.653
1662.10	3023	126.827	124.693
1662.65	3024	126.866	124.738
1663.20	3025	126.904	124.781
1663.75	3026	126.940	124.819
1664.30	3027	126.978	124.856
1664.85	3028	127.015	124.893
1665.40	3029	127.053	124.936
1665.95	3030	127.090	124.982
1666.50	3031	127.126	125.017
1667.05	3032	127.164	125.054
1667.60	3033	127.203	125.096
1668.15	3034	127.243	125.140
1668.70	3035	127.281	125.183
1669.25	3036	127.319	125.222
1669.80	3037	127.357	125.258
1670.35	3038	127.397	125.299
1670.90	3039	127.437	125.344
1671.45	3040	127.476	125.390
1672.00	3041	127.512	125.435
1672.55	3042	127.548	125.473
1673.10	3043	127.586	125.511
1673.65	3044	127.622	125.550
1674.20	3045	127.660	125.591
1674.75	3046	127.698	125.633
1675.30	3047	127.735	125.678
1675.85	3048	127.773	125.725
1676.40	3049	127.810	125.774
1676.95	3050	127.846	125.822
1677.50	3051	127.879	125.858
1678.05	3052	127.913	125.895
1678.60	3053	127.947	125.937
1679.15	3054	127.979	125.978
1679.70	3055	128.013	126.018
1680.25	3056	128.047	126.059
1680.80	3057	128.079	126.099
1681.35	3058	128.113	126.138
1681.90	3059	128.147	126.177
1682.45	3060	128.182	126.224
1683.00	3061	128.215	126.271
1683.55	3062	128.249	126.312
1684.10	3063	128.284	126.355
1684.65	3064	128.317	126.401
1685.20	3065	128.349	126.444
1685.75	3066	128.380	126.484
1686.30	3067	128.412	126.523
1686.85	3068	128.443	126.561
1687.40	3069	128.474	126.601
1687.95	3070	128.506	126.641
1688.50	3071	128.537	126.678
1689.05	3072	128.567	126.713
1689.60	3073	128.598	126.743
1690.15	3074	128.631	126.778
1690.70	3075	128.662	126.819
1691.25	3076	128.694	126.855
1691.80	3077	128.726	126.888
1692.35	3078	128.759	126.925
1692.90	3079	128.791	126.965
1693.45	3080	128.822	126.997
1694.00	3081	128.855	127.029
1694.55	3082	128.889	127.070
1695.10	3083	128.922	127.109
1695.65	3084	128.956	127.146
1696.20	3085	128.991	127.185
1696.75	3086	129.024	127.225
1697.30	3087	129.058	127.263
1697.85	3088	129.090	127.299
1698.40	3089	129.125	127.340
1698.95	3090	129.158	127.382
1699.50	3091	129.191	127.418
1700.05	3092	129.224	127.454
1700.60	3093	129.256	127.486
1701.15	3094	129.287	127.517
1701.70	3095	129.323	127.555
1702.25	3096	129.358	127.595
1702.80	3097	129.393	127.639
1703.35	3098	129.425	127.672
1703.90	3099	129.459	127.704
1704.45	3100	129.493	127.739
1705.00	3101	129.526	127.772
1705.55	3102	129.560	127.806
1706.10	3103	129.594	127.840
1706.65	3104	129.627	127.872
1707.20	3105	129.661	127.903
1707.75	3106	129.696	127.932
1708.30	3107	129.734	127.970
1708.85	3108	129.770	128.009
1709.40	3109	129.804	128.043
1709.95	3110	129.838	128.073
1710.50	3111	129.873	128.108
1711.05	3112	129.907	128.142
1711.60	3113	129.941	128.170
1712.15	3114	129.977	128.201
1712.70	3115	130.013	128.237
1713.25	3116	130.049	128.268
1713.80	3117	130.083	128.292
1714.35	3118	130.122	128.328
1714.90	3119	130.158	128.366
1715.45	3120	130.194	128.394
1716.00	3121	130.231	128.422
1716.55	3122	130.268	128.458
1717.10	3123	130.305	128.491
1717.65	3124	130.341	128.518
1718.20	3125	130.380	128.550
1718.75	3126	130.417	128.584
1719.30	3127	130.456	128.616
1719.85	3128	130.496	128.648
1720.40	3129	130.537	128.683
1720.95	3130	130.575	128.716
1721.50	3131	130.614	128.747
1722.05	3132	130.655	128.780
1722.60	3133	130.697	128.816
1723.15	3134	130.738	128.851
1723.70	3135	130.780	128.886
1724.25	3136	130.822	128.919
1724.80	3137	130.865	128.952
1725.35	3138	130.910	128.988
1725.90	3139	130.954	129.026
1726.45	3140	130.998	129.061
1727.00	3141	131.041	129.096
1727.55	3142	131.085	129.131
1728.10	3143	131.128	129.164
1728.65	3144	131.173	129.199
1729.20	3145	131.219	129.235
1729.75	3146	131.264	129.273
1730.30	3147	131.308	129.310
1730.85	3148	131.353	129.347
1731.40	3149	131.396	129.379
1731.95	3150	131.442	129.413
1732.50	3151	131.488	129.443
1733.05	3152	131.541	129.480
1733.60	3153	131.592	129.518
1734.15	3154	131.641	129.554
1734.70	3155	131.692	129.591
1735.25	3156	131.742	129.627
1735.80	3157	131.795	129.665
1736.35	3158	131.848	129.702
1736.90	3159	131.901	129.740
1737.45	3160	131.955	129.773
1738.00	3161	132.008	129.806
1738.55	3162	132.066	129.850
1739.10	3163	132.123	129.895
1739.65	3164	132.177	129.935
1740.20	3165	132.230	129.973
1740.75	3166	132.282	130.007
1741.30	3167	132.337	130.045
1741.85	3168	132.393	130.084
1742.40	3169	132.450	130.125
1742.95	3170	132.506	130.166
1743.50	3171	132.564	130.200
1744.05	3172	132.624	130.236
1744.60	3173	132.687	130.282
1745.15	3174	132.746	130.323
1745.70	3175	132.809	130.365
1746.25	3176	132.871	130.407
1746.80	3177	132.935	130.450
1747.35	3178	133.000	130.493
1747.90	3179	133.067	130.540
1748.45	3180	133.134	130.592
1749.00	3181	133.195	130.639
1749.55	3182	133.258	130.675
1750.10	3183	133.327	130.720
1750.65	3184	133.397	130.777
1751.20	3185	133.461	130.825
1751.75	3186	133.524	130.868
1752.30	3187	133.588	130.909
1752.85	3188	133.658	130.954
1753.40	3189	133.729	131.007
1753.95	3190	133.803	131.064
1754.50	3191	133.870	131.107
1755.05	3192	133.941	131.153
1755.60	3193	134.014	131.197
1756.15	3194	134.087	131.245
1756.70	3195	134.164	131.299
1757.25	3196	134.236	131.349
1757.80	3197	134.313	131.402
1758.35	3198	134.389	131.455
1758.90	3199	134.466	131.508
1759.45	3200	134.545	131.564
1760.00	3201	134.624	131.621
1760.55	3202	134.703	131.677
1761.10	3203	134.785	131.735
1761.65	3204	134.866	131.790
1762.20	3205	134.949	131.846
1762.75	3206	135.036	131.907
1763.30	3207	135.124	131.965
1763.85	3208	135.213	132.021
1764.40	3209	135.307	132.082
1764.95	3210	135.402	132.144
1765.50	3211	135.497	132.205
1766.05	3212	135.593	132.267
1766.60	3213	135.691	132.338
1767.15	3214	135.779	132.401
1767.70	3215	135.876	132.475
1768.25	3216	135.968	132.543
1768.80	3217	136.055	132.603
1769.35	3218	136.147	132.667
1769.90	3219	136.248	132.739
1770.45	3220	136.345	132.804
1771.00	3221	136.447	132.873
1771.55	3222	136.552	132.955
1772.10	3223	136.656	133.033
1772.65	3224	136.752	133.098
1773.20	3225	136.853	133.168
1773.75	3226	136.953	133.237
1774.30	3227	137.056	133.314
1774.85	3228	137.159	133.395
1775.40	3229	137.253	133.463
1775.95	3230	137.347	133.528
1776.50	3231	137.448	133.602
1777.05	3232	137.547	133.676
1777.60	3233	137.647	133.748
1778.15	3234	137.743	133.819
1778.70	3235	137.847	133.902
1779.25	3236	137.947	133.981
1779.80	3237	138.046	134.057
1780.35	3238	138.147	134.136
1780.90	3239	138.247	134.212
1781.45	3240	138.350	134.298
1782.00	3241	138.454	134.385
1782.55	3242	138.554	134.462
1783.10	3243	138.659	134.545
1783.65	3244	138.763	134.625
1784.20	3245	138.870	134.710
1784.75	3246	138.983	134.805
1785.30	3247	139.093	134.900
1785.85	3248	139.201	134.995
1786.40	3249	139.310	135.096
1786.95	3250	139.417	135.198
1787.50	3251	139.522	135.294
1788.05	3252	139.627	135.391
1788.60	3253	139.735	135.493
1789.15	3254	139.846	135.597
1789.70	3255	139.951	135.695
1790.25	3256	140.060	135.793
1790.80	3257	140.163	135.880
1791.35	3258	140.273	135.984
1791.90	3259	140.384	136.092
1792.45	3260	140.488	136.190
1793.00	3261	140.591	136.283
1793.55	3262	140.701	136.388
1794.10	3263	140.809	136.490
1794.65	3264	140.919	136.590
1795.20	3265	141.030	136.694
1795.75	3266	141.142	136.803
1796.30	3267	141.250	136.908
1796.85	3268	141.359	137.013
1797.40	3269	141.464	137.107
1797.95	3270	141.573	137.202
1798.50	3271	141.686	137.319
1799.05	3272	141.787	137.426
1799.60	3273	141.888	137.525
1800.15	3274	141.993	137.628
1800.70	3275	142.093	137.719
1801.25	3276	142.198	137.816
1801.80	3277	142.307	137.916
1802.35	3278	142.420	138.024
1802.90	3279	142.528	138.130
1803.45	3280	142.636	138.239
1804.00	3281	142.739	138.342
1804.55	3282	142.843	138.447
1805.10	3283	142.941	138.546
1805.65	3284	143.045	138.646
1806.20	3285	143.156	138.756
1806.75	3286	143.266	138.872
1807.30	3287	143.377	138.993
1807.85	3288	143.479	139.107
1808.40	3289	143.578	139.202
1808.95	3290	143.684	139.299
1809.50	3291	143.796	139.410
1810.05	3292	143.903	139.516
1810.60	3293	144.015	139.635
1811.15	3294	144.125	139.752
1811.70	3295	144.229	139.861
1812.25	3296	144.328	139.964
1812.80	3297	144.433	140.071
1813.35	3298	144.538	140.182
1813.90	3299	144.645	140.296
1814.45	3300	144.748	140.403
1815.00	3301	144.854	140.514
1815.55	3302	144.959	140.619
1816.10	3303	145.063	140.724
1816.65	3304	145.173	140.845
1817.20	3305	145.279	140.959
1817.75	3306	145.382	141.065
1818.30	3307	145.485	141.168
1818.85	3308	145.597	141.281
1819.40	3309	145.705	141.385
1819.95	3310	145.816	141.490
1820.50	3311	145.932	141.618
1821.05	3312	146.043	141.741
1821.60	3313	146.141	141.833
1822.15	3314	146.245	141.934
1822.70	3315	146.353	142.047
1823.25	3316	146.459	142.163
1823.80	3317	146.563	142.282
1824.35	3318	146.665	142.388
1824.90	3319	146.753	142.474
1825.45	3320	146.857	142.580
1826.00	3321	146.958	142.686
1826.55	3322	147.060	142.788
1827.10	3323	147.161	142.888
1827.65	3324	147.267	142.992
1828.20	3325	147.376	143.100
1828.75	3326	147.488	143.212
1829.30	3327	147.600	143.324
1829.85	3328	147.710	143.432
1830.40	3329	147.821	143.556
1830.95	3330	147.926	143.679
1831.50	3331	148.024	143.779
1832.05	3332	148.123	143.879
1832.60	3333	148.228	143.995
1833.15	3334	148.327	144.101
1833.70	3335	148.424	144.194
1834.25	3336	148.527	144.294
1834.80	3337	148.633	144.398
1835.35	3338	148.741	144.510
1835.90	3339	148.849	144.623
1836.45	3340	148.951	144.725
1837.00	3341	149.057	144.829
1837.55	3342	149.164	144.938
1838.10	3343	149.270	145.047
1838.65	3344	149.379	145.164
1839.20	3345	149.483	145.277
1839.75	3346	149.586	145.391
1840.30	3347	149.682	145.499
1840.85	3348	149.784	145.616
1841.40	3349	149.880	145.722
1841.95	3350	149.976	145.829
1842.50	3351	150.072	145.931
1843.05	3352	150.167	146.032
1843.60	3353	150.263	146.132
1844.15	3354	150.360	146.233
1844.70	3355	150.456	146.330
1845.25	3356	150.557	146.431
1845.80	3357	150.658	146.534
1846.35	3358	150.757	146.636
1846.90	3359	150.857	146.740
1847.45	3360	150.958	146.843
1848.00	3361	151.060	146.948
1848.55	3362	151.163	147.063
1849.10	3363	151.263	147.175
1849.65	3364	151.362	147.284
1850.20	3365	151.467	147.397
1850.75	3366	151.565	147.502
1851.30	3367	151.667	147.610
1851.85	3368	151.770	147.717
1852.40	3369	151.872	147.821
1852.95	3370	151.976	147.923
1853.50	3371	152.081	148.030
1854.05	3372	152.186	148.138
1854.60	3373	152.289	148.243
1855.15	3374	152.389	148.349
1855.70	3375	152.493	148.463
1856.25	3376	152.593	148.570
1856.80	3377	152.689	148.669
1857.35	3378	152.791	148.781
1857.90	3379	152.898	148.904
1858.45	3380	152.991	149.000
1859.00	3381	153.096	149.104
1859.55	3382	153.202	149.205
1860.10	3383	153.310	149.309
1860.65	3384	153.423	149.421
1861.20	3385	153.530	149.526
1861.75	3386	153.636	149.627
1862.30	3387	153.741	149.722
1862.85	3388	153.848	149.815
1863.40	3389	153.960	149.911
1863.95	3390	154.078	150.014
1864.50	3391	154.196	150.125
1865.05	3392	154.305	150.228
1865.60	3393	154.415	150.327
1866.15	3394	154.527	150.427
1866.70	3395	154.641	150.527
1867.25	3396	154.762	150.637
1867.80	3397	154.882	150.747
1868.35	3398	154.998	150.853
1868.90	3399	155.117	150.963
1869.45	3400	155.235	151.073
1870.00	3401	155.349	151.179
1870.55	3402	155.464	151.285
1871.10	3403	155.584	151.397
1871.65	3404	155.697	151.502
1872.20	3405	155.810	151.604
1872.75	3406	155.925	151.702
1873.30	3407	156.044	151.802
1873.85	3408	156.174	151.912
1874.40	3409	156.306	152.033
1874.95	3410	156.436	152.155
1875.50	3411	156.554	152.254
1876.05	3412	156.674	152.354
1876.60	3413	156.799	152.469
1877.15	3414	156.915	152.574
1877.70	3415	157.032	152.677
1878.25	3416	157.149	152.777
1878.80	3417	157.267	152.873
1879.35	3418	157.392	152.991
1879.90	3419	157.513	153.113
1880.45	3420	157.627	153.223
1881.00	3421	157.742	153.333
1881.55	3422	157.856	153.436
1882.10	3423	157.972	153.545
1882.65	3424	158.092	153.681
1883.20	3425	158.193	153.794
1883.75	3426	158.293	153.900
1884.30	3427	158.397	154.006
1884.85	3428	158.497	154.104
1885.40	3429	158.607	154.223
1885.95	3430	158.713	154.342
1886.50	3431	158.813	154.454
1887.05	3432	158.911	154.564
1887.60	3433	159.010	154.682
1888.15	3434	159.105	154.795
1888.70	3435	159.200	154.908
1889.25	3436	159.298	155.018
1889.80	3437	159.387	155.111
1890.35	3438	159.490	155.221
1890.90	3439	159.588	155.326
1891.45	3440	159.692	155.442
1892.00	3441	159.796	155.560
1892.55	3442	159.897	155.674
1893.10	3443	160.002	155.790
1893.65	3444	160.106	155.907
1894.20	3445	160.209	156.026
1894.75	3446	160.323	156.164
1895.30	3447	160.432	156.293
1895.85	3448	160.539	156.418
1896.40	3449	160.644	156.536
1896.95	3450	160.756	156.661
1897.50	3451	160.868	156.780
1898.05	3452	160.981	156.900
1898.60	3453	161.097	157.025
1899.15	3454	161.210	157.148
1899.70	3455	161.330	157.281
1900.25	3456	161.443	157.412
1900.80	3457	161.558	157.547
1901.35	3458	161.663	157.660
1901.90	3459	161.764	157.762
1902.45	3460	161.877	157.884
1903.00	3461	161.974	157.993
1903.55	3462	162.077	158.099
1904.10	3463	162.178	158.203
1904.65	3464	162.278	158.307
1905.20	3465	162.375	158.408
1905.75	3466	162.476	158.515
1906.30	3467	162.570	158.608
1906.85	3468	162.672	158.703
1907.40	3469	162.775	158.801
1907.95	3470	162.877	158.899
1908.50	3471	162.979	158.994
1909.05	3472	163.080	159.088
1909.60	3473	163.182	159.182
1910.15	3474	163.289	159.279
1910.70	3475	163.393	159.369
1911.25	3476	163.506	159.476
1911.80	3477	163.623	159.594
1912.35	3478	163.730	159.694
1912.90	3479	163.835	159.786
1913.45	3480	163.953	159.893
1914.00	3481	164.074	160.003
1914.55	3482	164.198	160.118
1915.10	3483	164.328	160.240
1915.65	3484	164.453	160.366
1916.20	3485	164.572	160.483
1916.75	3486	164.692	160.601
1917.30	3487	164.814	160.724
1917.85	3488	164.934	160.848
1918.40	3489	165.051	160.968
1918.95	3490	165.177	161.098
1919.50	3491	165.297	161.224
1920.05	3492	165.417	161.348
1920.60	3493	165.530	161.449
1921.15	3494	165.646	161.556
1921.70	3495	165.768	161.672
1922.25	3496	165.887	161.783
1922.80	3497	166.003	161.887
1923.35	3498	166.119	161.993
1923.90	3499	166.245	162.109
1924.45	3500	166.358	162.212
1925.00	3501	166.474	162.317
1925.55	3502	166.585	162.409
1926.10	3503	166.706	162.512
1926.65	3504	166.824	162.623
1927.20	3505	166.941	162.733
1927.75	3506	167.050	162.833
1928.30	3507	167.161	162.937
1928.85	3508	167.271	163.043
1929.40	3509	167.380	163.153
1929.95	3510	167.482	163.256
1930.50	3511	167.586	163.361
1931.05	3512	167.700	163.476
1931.60	3513	167.809	163.599
1932.15	3514	167.915	163.719
1932.70	3515	168.015	163.837
1933.25	3516	168.117	163.957
1933.80	3517	168.213	164.075
1934.35	3518	168.309	164.189
1934.90	3519	168.413	164.309
1935.45	3520	168.516	164.427
1936.00	3521	168.616	164.543
1936.55	3522	168.719	164.655
1937.10	3523	168.830	164.778
1937.65	3524	168.937	164.905
1938.20	3525	169.038	165.023
1938.75	3526	169.139	165.138
1939.30	3527	169.239	165.246
1939.85	3528	169.343	165.353
1940.40	3529	169.453	165.474
1940.95	3530	169.565	165.598
1941.50	3531	169.675	165.728
1942.05	3532	169.778	165.849
1942.60	3533	169.881	165.954
1943.15	3534	169.996	166.072
1943.70	3535	170.109	166.186
1944.25	3536	170.226	166.307
1944.80	3537	170.343	166.432
1945.35	3538	170.457	166.552
1945.90	3539	170.569	166.671
1946.45	3540	170.682	166.785
1947.00	3541	170.799	166.903
1947.55	3542	170.916	167.013
1948.10	3543	171.036	167.127
1948.65	3544	171.157	167.243
1949.20	3545	171.275	167.361
1949.75	3546	171.395	167.485
1950.30	3547	171.505	167.601
1950.85	3548	171.610	167.710
1951.40	3549	171.712	167.810
1951.95	3550	171.810	167.904
1952.50	3551	171.912	168.008
1953.05	3552	172.009	168.108
1953.60	3553	172.106	168.201
1954.15	3554	172.208	168.300
1954.70	3555	172.308	168.393
1955.25	3556	172.415	168.491
1955.80	3557	172.520	168.585
1956.35	3558	172.632	168.689
1956.90	3559	172.749	168.801
1957.45	3560	172.861	168.899
1958.00	3561	172.976	168.996
1958.55	3562	173.097	169.112
1959.10	3563	173.210	169.220
1959.65	3564	173.329	169.334
1960.20	3565	173.443	169.442
1960.75	3566	173.565	169.554
1961.30	3567	173.685	169.667
1961.85	3568	173.811	169.787
1962.40	3569	173.933	169.911
1962.95	3570	174.053	170.033
1963.50	3571	174.171	170.153
1964.05	3572	174.291	170.275
1964.60	3573	174.410	170.399
1965.15	3574	174.528	170.522
1965.70	3575	174.643	170.641
1966.25	3576	174.761	170.762
1966.80	3577	174.874	170.877
1967.35	3578	174.991	170.998
1967.90	3579	175.113	171.128
1968.45	3580	175.228	171.236
1969.00	3581	175.343	171.342
1969.55	3582	175.461	171.440
1970.10	3583	175.582	171.538
1970.65	3584	175.712	171.642
1971.20	3585	175.842	171.747
1971.75	3586	175.976	171.860
1972.30	3587	176.103	171.966
1972.85	3588	176.229	172.070
1973.40	3589	176.357	172.184
1973.95	3590	176.487	172.303
1974.50	3591	176.610	172.421
1975.05	3592	176.728	172.535
1975.60	3593	176.848	172.668
1976.15	3594	176.958	172.791
1976.70	3595	177.065	172.914
1977.25	3596	177.165	173.027
1977.80	3597	177.268	173.138
1978.35	3598	177.375	173.252
1978.90	3599	177.478	173.363
1979.45	3600	177.584	173.489
1980.00	3601	177.701	173.628
1980.55	3602	177.801	173.747
1981.10	3603	177.899	173.862
1981.65	3604	177.994	173.967
1982.20	3605	178.095	174.078
1982.75	3606	178.195	174.184
1983.30	3607	178.298	174.295
1983.85	3608	178.404	174.409
1984.40	3609	178.511	174.519
1984.95	3610	178.613	174.624
1985.50	3611	178.722	174.740
1986.05	3612	178.832	174.856
1986.60	3613	178.944	174.966
1987.15	3614	179.060	175.082
1987.70	3615	179.182	175.208
1988.25	3616	179.308	175.338
1988.80	3617	179.432	175.469
1989.35	3618	179.562	175.615
1989.90	3619	179.694	175.769
1990.45	3620	179.819	175.903
1991.00	3621	179.934	176.025
1991.55	3622	180.063	176.173
1992.10	3623	180.191	176.316
1992.65	3624	180.309	176.432
1993.20	3625	180.435	176.554
1993.75	3626	180.566	176.677
1994.30	3627	180.698	176.799
1994.85	3628	180.829	176.918
1995.40	3629	180.956	177.027
1995.95	3630	181.086	177.138
1996.50	3631	181.215	177.245
1997.05	3632	181.351	177.359
1997.60	3633	181.484	177.478
1998.15	3634	181.603	177.577
1998.70	3635	181.729	177.671
1999.25	3636	181.868	177.779
1999.80	3637	182.001	177.883
2000.35	3638	182.133	177.987
2000.90	3639	182.269	178.096
2001.45	3640	182.408	178.215
2002.00	3641	182.534	178.324
2002.55	3642	182.663	178.435
2003.10	3643	182.798	178.553
2003.65	3644	182.929	178.669
2004.20	3645	183.062	178.791
2004.75	3646	183.195	178.916
2005.30	3647	183.332	179.044
2005.85	3648	183.461	179.166
2006.40	3649	183.598	179.297
2006.95	3650	183.740	179.436
2007.50	3651	183.877	179.570
2008.05	3652	184.009	179.698
2008.60	3653	184.143	179.824
2009.15	3654	184.276	179.949
2009.70	3655	184.416	180.083
2010.25	3656	184.554	180.215
2010.80	3657	184.688	180.342
2011.35	3658	184.831	180.484
2011.90	3659	184.968	180.625
2012.45	3660	185.101	180.765
2013.00	3661	185.229	180.901
2013.55	3662	185.353	181.021
2014.10	3663	185.487	181.152
2014.65	3664	185.622	181.287
2015.20	3665	185.755	181.423
